Duration,Title,Published_date,Views,Likes,Comments,Type
43.0,MENTIU na CARA DURA?,2024-11-26,4977,375,2,Short
4892.0,CANAL DOS CAÇADORES - Venus Podcast #620,2024-11-26,48222,3340,317,Live
33.0,EXPECTATIVA vs REALIDADE,2024-11-25,33273,1019,17,Short
16.0,Quem é o MAROMBA?,2024-11-24,1729,83,1,Short
34.0,O HOMEM NÃO sabe o QUANTO ISSO da TRABALHO,2024-11-23,20131,1194,40,Short
52.0,É ASSIM que se LIDA com CONCORRENTE,2024-11-22,3552,156,0,Short
29.0,TÉCNICA para CONHECER apenas PESSOAS INTERESSANTES,2024-11-21,178823,10326,49,Short
5016.0,GIANNE ALBERTONI - Venus Podcast #619,2024-11-21,9904,528,47,Live
21.0,O MUNDO NÃO dá CARINHO...,2024-11-20,4804,120,1,Short
20.0,O que ESSES homens ESCONDEM?,2024-11-19,6937,268,1,Short
6073.0,CAMILA  FARANI - Venus Podcast #618,2024-11-19,7436,513,25,Live
30.0,NINGUEM fala ISSO sobre MALHAR MUITO,2024-11-18,3301,145,2,Short
16.0,QUAL DELES soltam aquela GEMIDINHA?,2024-11-17,1950,90,2,Short
1426.0,QUEM É O MAROMBA?,2024-11-17,36200,2731,95,Live
47.0,COMO o EXERCÍCIO TRANSFORMA a VIDA,2024-11-16,5256,464,2,Short
28.0,QUALIDADE de VIDA é ISSO...,2024-11-15,2341,183,2,Short
1034.0,"NÃO ME APAIXONO, MÃE SOLO e MARIDO BLOQUEADO no WHATS | SAC #06",2024-11-15,6659,593,34,Live
37.0,O LADO OCULTO do JORNALISMO,2024-11-14,3035,243,4,Short
25.0,OS INSETOS no BRASIL são MAIORES?,2024-11-13,3125,121,6,Short
18.0,BRASILEIRO RI do PERIGO,2024-11-12,4286,209,1,Short
3676.0,BIBI TATTO - Venus Podcast #617,2024-11-12,6348,447,12,Live
40.0,PERIGOS OCULTOS da UFOLOGIA,2024-11-11,2291,179,2,Short
20.0,MOHAMAD HINDI QUERIA ser MÚSICO?,2024-11-10,1388,61,0,Short
34.0,IMPORTANTE é SEGUIR O SONHO,2024-11-09,758,68,0,Short
42.0,MOHAMAD HINDI fala SOBRE RELIGIÃO ÁRABE,2024-11-08,2362,160,1,Short
2684.0,MOHAMAD HINDI - VIAJANDO através da COZINHA e dos SABORES! - ORIGENS #003,2024-11-08,7483,584,27,Live
49.0,AUTOCUIDADO É ISSO!,2024-11-07,2627,245,1,Short
49.0,DATENA levou CADEIRADA e VOCÊ não VIU,2024-11-06,3620,284,15,Short
5346.0,MARI PALMA - Venus Podcast #615,2024-11-06,25411,1480,28,Live
26.0,OS PERSONAGENS MARCANTES de MALHAÇÃO,2024-11-06,2244,101,0,Short
42.0,FAÇA ISSO no INICIO da SEMANA,2024-11-05,2168,176,0,Short
6976.0,COMO CRESCER PROFISSIONALMENTE? com Izabella Camargo,2024-11-04,9150,653,24,Live
36.0,ESSA MALHAÇÃO seria CANCELADA,2024-11-03,3035,176,0,Short
17.0,QUEM é de ÁRIES ?,2024-11-02,2525,114,0,Short
26.0,UM DIA ELAS ACERTAM ?,2024-11-01,4119,189,1,Short
13.0,SHOW de IMITAÇÃO no AQUELAS MINAS,2024-10-31,2364,99,1,Short
5426.0,"SOPHIA BLAIR,  Gringa no Brasil e Halloween dos EUA - Venus Podcast #614",2024-10-30,25647,1716,62,Live
32.0,"ÁRIES pode ser AMORZINHO, mas...",2024-10-30,2058,134,5,Short
45.0,QUANDO a BANCADA entra em CONFLITO,2024-10-29,3555,178,1,Short
7163.0,LUCIANA GIMENEZ -  Venus Podcast #613,2024-10-29,49008,2550,124,Live
50.0,"""Eu tenteeei!!!"" ÁRIES é FIEL?",2024-10-28,2788,140,2,Short
31.0,JAN VAL ELLAM revela EXPERIÊNCIA de QUASE MORTE,2024-10-27,1610,86,0,Short
1588.0,QUEM É O ARIANO?,2024-10-27,30497,2213,137,Live
32.0,COMO era MALHACÃO ANTIGAMENTE,2024-10-26,2047,155,0,Short
24.0,Como DIG VERARDI e FERNANDA FUCHS Começaram MALHASSAUM,2024-10-25,1657,48,0,Short
3886.0,RITA LEE no PERSONALIDADES - por MEL LISBOA,2024-10-25,6073,481,21,Live
41.0,OS SUMÉRIOS e os MISTÉRIOS dos ANUNNAKIS,2024-10-24,2512,165,1,Short
32.0,A ARTE de GRAVAR à DISTÂNCIA,2024-10-23,1226,65,0,Short
17.0,COMO os SUMERIOS PREVIRAM ISSO?,2024-10-23,2397,130,5,Short
6214.0,DIG VERARDI E FERNANDA FUCHS -  Venus Podcast #612,2024-10-23,3803,280,9,Live
52.0,NINGUE fala ISSO sobre CASAMENTO,2024-10-22,9598,586,19,Short
33.0,NINGUÉM fala ISSO sobre DIGESTÃO,2024-10-22,7703,365,0,Short
23.0,ONDE ESTÃO os CASOS UFOLÓGICOS?,2024-10-21,2446,138,2,Short
27.0,VIVEMOS na ERA PÓS-VERDADE?,2024-10-21,1647,116,2,Short
6267.0,VANESSA KURASHIKI  E LEONARDO PLÁCIDO -  Venus Podcast #611,2024-10-21,17893,981,29,Live
45.0,SORVETE de LARANJA EXISTE?,2024-10-20,20209,1568,41,Short
49.0,SOTAQUE em PROPAGANDA PODE?,2024-10-19,9282,611,16,Short
28.0,13 PESSOAS na SUR4BA,2024-10-18,3909,155,5,Short
3168.0,PRISCILA BELFORT | VENUS INVESTIGA,2024-10-18,37519,1844,105,Live
41.0,A ÚNICA PESSOA SÓBRIA na SUR4BA,2024-10-17,3304,199,7,Short
6693.0,JAN VAL ELLAM  -  Venus Podcast #610,2024-10-17,164706,10194,437,Live
23.0,NÃO dá pra ACREDITAR que ERA essa PESSOA,2024-10-16,7278,284,10,Short
32.0,SURUB4 de 9 HORAS ???,2024-10-16,1886,97,0,Short
36.0,TEM GENTE AÍ que PARTICIPA de SURUB4S !!!,2024-10-15,1524,102,0,Short
26.0,"EM uma SURUB4, quantas C4MISINH4s levar?",2024-10-15,2121,119,2,Short
8821.0,PAULO JUBILUT -  Venus Podcast #609,2024-10-15,10633,886,26,Live
15.0,QUEM já FEZ SURUBA?,2024-10-15,1799,86,0,Short
26.0,O DIDDY tem LIGAÇÃO com MORTE do MICHAEL JACKSON?,2024-10-13,13466,761,19,Short
27.0,NINGUÉM fala ISSO sobre FIM de RELACIONAMENTO,2024-10-12,3320,0,4,Short
30.0,A 5ª EMENDA da GLÓRIA PIRES,2024-10-11,7669,398,4,Short
59.0,VIDA no PÓS-PARTO é ASSIM...,2024-10-10,17640,909,9,Short
6827.0,IBERÊ E MARI FULFARO -  Venus Podcast #608,2024-10-10,23148,1909,46,Live
49.0,COMO ele fez TUDO ISSO SÓBRIO?,2024-10-09,12645,1124,7,Short
42.0,PRA GANHAR MAIS é PRECISO DE...,2024-10-08,4468,235,3,Short
7512.0,O Polêmico Caso P. Diddy - Venus Podcast #607,2024-10-08,141409,7459,409,Live
59.0,A LOJA de JEANS da YAS,2024-10-07,145498,14490,56,Short
37.0,A IMITAÇÃO que MUDOU TUDO para YAS,2024-10-06,37968,3098,20,Short
952.0,QUEM já FEZ SUR#B4?,2024-10-06,63500,3911,106,Live
47.0,UM ANJO AVISOU  que ELA estava GRAVIDA,2024-10-05,7661,499,16,Short
54.0,YAS cobra DÍVIDA ao CONVIDADO,2024-10-04,9606,830,5,Short
1102.0,VOCÊ NUNCA VIU esse TIPO de RELACIONAMENTO | SAC #05,2024-10-04,9970,797,20,Live
34.0,ISSO só PODE ser MANIPULAÇÃO,2024-10-03,3933,238,2,Short
4789.0,CAMILA LOPES  - Venus Podcast #606,2024-10-03,5399,463,37,Live
42.0,JEITO DIVERTIDO de APRENDER a LER e ESCREVER,2024-10-02,118537,9372,43,Short
5227.0,ANNA LIVYA - Venus Podcast #605,2024-10-02,4050,252,5,Live
57.0,A CARTA SECRETA da RAINHA para 2086,2024-10-01,56686,3763,26,Short
42.0,ELA TENTOU EMGRAVIDAR E...,2024-09-30,25379,1683,19,Short
26.0,TODO AMOR por TURMA da MÔNICA,2024-09-29,20726,1271,27,Short
43.0,A PSIQUE do PERSEGUIDOR de ANA HICKMAN,2024-09-28,4964,387,1,Short
58.0,"SEM TEMPO, SEM VIDA",2024-09-27,1632,150,3,Short
55.0,E se CEBOLINHA cantasse RACIONAIS ?,2024-09-26,23381,1846,22,Short
35.0,O que ELAS ACHAM de HOMEM que FAZ UNHA ?,2024-09-25,3310,179,8,Short
59.0,AINDA VALE a PENA ser HONESTA?,2024-09-24,643919,77245,555,Short
57.0,TEM que SEGUIR o CORAÇÃO,2024-09-23,104563,6343,22,Short
45.0,COM CAROL BIAZIN até ERRO vira MÚSICA,2024-09-22,306597,17288,92,Short
4094.0,GI LANCELLOTTI E VIVI – BREAKCAST #07,2024-09-22,4878,186,26,Live
31.0,"FILHA de PEIXE, PEIXINHA É",2024-09-21,5602,343,2,Short
3576.0,CAROL BIAZIN – BREAKCAST #06,2024-09-21,5122,303,13,Live
41.0,BRASILEIRO não pode FAZER ISSO na FRANÇA,2024-09-20,9391,371,33,Short
4926.0,CLARA BUARQUE – BREAKCAST #05,2024-09-20,2537,121,4,Live
37.0,O DIA que a CRISS ALUGOU um TRIPLEX na CABEÇA do BAPTISTA,2024-09-19,28329,1790,37,Short
4446.0,TÍLIA – BREAKCAST #04,2024-09-19,3251,216,2,Live
51.0,PERIGOS dos FILHOS na INTERNET,2024-09-18,6886,549,9,Short
50.0,NUNCA faça ISSO em SEVILHA,2024-09-18,8586,386,1,Short
4104.0,KAROL CONKÁ - DESAFIANDO PADRÕES e ROMPENDO BARREIRAS | ORIGENS #02,2024-09-17,3687,241,28,Live
52.0,ISSO só ACONTECE no UTC,2024-09-16,217533,11784,74,Short
41.0,MUITAS MULHERES sofrem ISSO no PÓS-PARTO,2024-09-16,272659,14653,125,Short
5058.0,PEQUENA LÔ – BREAKCAST #03,2024-09-15,3947,192,45,Live
30.0,O LADO ASSUSTADOR da INTIMIDADE,2024-09-15,12665,1105,7,Short
4441.0,GIANA  – BREAKCAST #02,2024-09-14,4215,280,10,Live
41.0,ENTENDENDO a MENTE de um PSICOTICO,2024-09-13,10162,972,8,Short
3901.0,L7NNON – BREAKCAST #01,2024-09-13,3086,227,5,Live
57.0,ED GAMA VOLTOU pro UTC?,2024-09-12,192694,13649,26,Short
3337.0,MC SOFFIA E REBECCA - Venus Podcast #604,2024-09-12,2779,193,3,Live
28.0,11 de SETEMBRO de 2001 - UM DIA FORA da REALIDADE,2024-09-12,4304,286,2,Short
26.0,ISSO É DIVINO!,2024-09-11,9475,679,14,Short
7001.0,YASMIN CASTILHO - Venus Podcast #603,2024-09-11,59081,2266,46,Live
51.0,RISCOS de DEIXAR os FILHOS na INTERNET,2024-09-10,7906,779,7,Short
6220.0,MAURO DE SOUSA E RAFAEL PICCIN - Venus Podcast #602,2024-09-10,10411,413,13,Live
45.0,COMO VIRALIZAR na FORÇA do ÓDIO,2024-09-09,9147,422,7,Short
39.0,COMO VIVER a MELHOR FASE da VIDA,2024-09-08,10111,543,2,Short
34.0,NUNCA FALE ISSO PARA UMA CRIANÇA,2024-09-08,212115,14654,77,Short
4006.0,ROBERTITA E THAI - Venus Podcast #601,2024-09-06,2885,178,13,Live
59.0,ESSA É UMA SITUAÇÃO MUITO COMPLICADA,2024-09-06,474008,32168,323,Short
33.0,NÃO dá pra SER PERFECCIONISTA,2024-09-06,8736,590,8,Short
5571.0,FABRÍCIO CARPINEJAR - Venus Podcast #600,2024-09-05,20520,1942,73,Live
48.0,TERAPIA de CASAL FUNCIONA?,2024-09-04,155602,8066,139,Short
32.0,NINGUEM fala ISSO SOBRE a COMEDIA,2024-09-03,25199,1622,13,Short
6941.0,PHELLYX E TATÁ MENDONÇA  - Venus Podcast #599,2024-09-03,8668,617,31,Live
59.0,A PALAVRA TEM PODER!,2024-09-03,62224,9496,90,Short
55.0,ISSO NINGUÉM FALA SOBRE INVEJA,2024-09-01,4882,572,6,Short
57.0,O AVIÃO que CAI em GRAVIDADE ZERO,2024-08-31,131131,11914,41,Short
38.0,EXPLICANDO a SINOPSE de VIDAS BANDIDAS,2024-08-30,12329,335,0,Short
721.0,INESPERADO: MARIDO que ASSUMIU ser MACH1ST4 | SAC #04,2024-08-30,11029,971,53,Live
59.0,CRISS DISSE ISSO na CARA da PROFESSORA,2024-08-29,392839,38476,598,Short
25.0,ELA é uma MULHER PERIGOSA,2024-08-28,6566,503,7,Short
2631.0,VIDAS BANDIDAS - Venus Podcast #598,2024-08-28,7535,370,3,Live
57.0,ESSA MÚSICA é 100% TÓXICA,2024-08-27,769845,71048,1824,Short
26.0,CRISS REVELA a COMPOSIÇÃO da SALSICHA,2024-08-27,16139,964,14,Short
6273.0,"SOFIA SANTINO, DOARDA e CICLOPIN - Venus Podcast #597",2024-08-26,224417,17544,303,Live
20.0,MUITA GENTE NÃO SABE DESSA EXPRESSÃO,2024-08-25,54815,3427,59,Short
823.0,QUEM TEM TDAH?,2024-08-25,181461,9789,291,Live
48.0,AQUI é o PLANETA VÊNUS,2024-08-24,7305,585,7,Short
60.0,FUTURAS MAMÃES PRECISAM SABER,2024-08-23,162874,10192,57,Short
36.0,A ÁRVORE de MENTIRA,2024-08-22,4668,376,2,Short
39.0,ISSO é UM ABSURDO de CARO!,2024-08-21,4959,338,6,Short
6780.0,MARCOS CASTRO - Venus Podcast #596,2024-08-21,17073,1330,25,Live
56.0,SOMOS LEGADO do SILVIO,2024-08-20,9028,692,4,Short
58.0,ESTE é o CICLO da VIDA,2024-08-19,6859,701,3,Short
6865.0,SAMER AGI - Venus Podcast #595,2024-08-19,11631,855,25,Live
58.0,FIZERAM ISSO na CARA da RAINHA,2024-08-18,560266,53274,220,Short
44.0,SIM! TEM VIDA INTELIGENTE em VENUS,2024-08-17,128879,7831,121,Short
48.0,PROBLEMAS da MODERNIDADE,2024-08-17,29317,2154,29,Short
3630.0,CASO SUZANE RICHTHOFEN - A VERSÃO de UM PERITO | VENUS INVESTIGA,2024-08-16,121252,5185,132,Live
22.0,O 1º PRECEITOS PRINCIPIO de BUDA,2024-08-15,8617,508,6,Short
10495.0,CÁTIA FONSECA - Venus Podcast #594,2024-08-15,46840,2595,108,Live
33.0,VOCÊ FALA PORTUGUÊS?,2024-08-14,429214,25777,71,Short
44.0,ISSO é TER FOCO!,2024-08-13,16318,867,12,Short
6922.0,CAROL LOBACK - Venus Podcast #593,2024-08-13,19220,1465,81,Live
31.0,OS VERDADEIROS RICOS,2024-08-12,3351,322,2,Short
47.0,QUAL VALOR do que VOCÊ PENSA?,2024-08-11,4917,273,2,Short
28.0,O LADO BOM de MEDITAR,2024-08-10,2411,252,3,Short
46.0,AQUELE CHOQUE de CULTURA,2024-08-10,8888,404,5,Short
47.0,ISSO é da CULTURA!,2024-08-10,3583,271,0,Short
40.0,O QUE é o VENUS ORIGENS ?,2024-08-09,3233,329,8,Short
3431.0,"KAYSAR DADOUR - O ""SÍRIO-BRASILEIRO"" mais AMADO do BRASIL | ORIGENS #01",2024-08-09,67751,4872,243,Live
37.0,ISSO é REALMENTE ASSUSTADOR,2024-08-08,6699,533,10,Short
4792.0,ARIEL QUIRINO - Venus Podcast #592,2024-08-08,8279,810,97,Live
53.0,ELA FALA e MOSTRA na PRÁTICA,2024-08-07,4484,341,5,Short
8083.0,ROSANGELA MONTEIRO - Venus Podcast #591,2024-08-06,143727,8983,284,Live
51.0,A VIDA é um PULAR de CORDAS,2024-08-06,7872,618,4,Short
38.0,VIVER INCORPORA TUDO ISSO,2024-08-05,8111,733,6,Short
59.0,COMO o EMOCIONAL AFETA o FÍSICO,2024-08-04,11297,916,10,Short
32.0,"DETETIVES, MAS NEM TANTO",2024-08-04,6179,261,4,Short
41.0,ELA É A NOSSA METATAFORANDO,2024-08-04,4840,342,3,Short
38.0,LEITE DIRETO DA FONTE?,2024-08-03,1614,98,3,Short
35.0,"O CHIFRE PASSA, MAS A INTOLERÂNCIA FICA",2024-08-03,15054,804,2,Short
40.0,DESAFIOS de EMPREENDER,2024-08-03,1976,100,0,Short
804.0,QUEM NÃO É INTOLERANTE À LACTOSE?,2024-08-03,60167,3317,226,Live
40.0,DESCOBRINDO os GRAUS de NARCISISMO,2024-08-02,7889,833,1,Short
30.0,"O HOMEM não SABE onde FICA o PONTO ""G""",2024-08-02,2906,215,2,Short
7831.0,BIA NAPOLITANO E PAULO DUARTE - Venus Podcast #590,2024-08-01,76335,4311,88,Live
35.0,TUDO VIRA MODA MESMO...,2024-08-01,3435,282,2,Short
48.0,COMO FUNCIONA o FOCO no AUTISMO,2024-07-31,12272,989,4,Short
38.0,O MISTÉRIO dos NOMES na MÚSICA SERTANEJA,2024-07-30,8882,279,2,Short
22.0,O CAMINHO PARA o EQUILÍBRIO,2024-07-29,3177,375,1,Short
40.0,O MAIOR RIVAL do AYRTON SENNA,2024-07-28,230522,10375,76,Short
53.0,O RESORT das TARTARUGAS de ELON MUSK,2024-07-27,1786118,147519,1129,Short
1204.0,ABRIR o RELACIONAMENTO ou NÃO? | SAC #03,2024-07-26,14397,1039,31,Live
27.0,PRECISAMOS nos CONECTAR,2024-07-26,3645,127,0,Short
4662.0,MARCELO SERRADO - Venus Podcast #589,2024-07-25,9942,834,24,Live
50.0,REALITY EDUCANDO a SOCIEDADE,2024-07-25,3842,284,4,Short
5613.0,LG + CASACOR - Venus Podcast #588,2024-07-24,3549,250,9,Live
36.0,SOMOS PESSOAS de SENTIMENTOS,2024-07-24,4369,191,1,Short
11.0,ISSO é REAL?,2024-07-23,4679,367,5,Short
57.0,ISSO NÃO pode ACONTECER!,2024-07-22,8192,543,7,Short
45.0,CONSELHOS no INÍCIO da CARREIRA,2024-07-21,4674,184,0,Short
33.0,ISSO é um RELACIONAMENTO ?,2024-07-20,16773,1148,12,Short
53.0,ESTAMOS todos CONECTADOS! ATÉ com a PRIME DAY,2024-07-19,2117,216,1,Short
4730.0,MONJA COEN | SABEDORIA E ESPIRITUALIDADE - Venus Podcast #587,2024-07-18,29573,2243,42,Live
23.0,FEAT de CEBOLINHA com TIRIRICA,2024-07-18,67537,3223,9,Short
8976.0,SOPHIA ABRAHÃO + MARIANA MOLINA | DOIS PODCASTS CONVERSANDO - Venus Podcast #586,2024-07-17,19731,1130,76,Live
46.0,É EX ou NÃO?,2024-07-17,197361,8757,34,Short
7795.0,LUANA ZUCOLOTO | DO BANCO PARA O STAND UP - Venus Podcast #585,2024-07-16,42941,2113,44,Live
42.0,ABDUÇÕES em APARTAMENTOS é REAL ?,2024-07-16,3170,121,9,Short
4118.0,MARI NOLASCO | QUEM É ELA? - Venus Podcast #584,2024-07-15,15231,981,35,Live
55.0,O DIA que MALVINO CONHECEU o SOGRO,2024-07-15,23817,1758,13,Short
53.0,NÃO dá PARA NORMALIZAR ISSO,2024-07-14,14684,1214,9,Short
55.0,NO PAREDÃO com ANGÉLICA,2024-07-13,42052,3245,40,Short
4023.0,MARÍLIA MENDONÇA no PERSONALIDADES - por ANDRÉ PIUNTI,2024-07-12,12481,991,70,Live
33.0,ISSO FOI UMA INDIRETA?,2024-07-12,13159,865,8,Short
36.0,O PESO de SER MULHER,2024-07-11,8016,639,11,Short
6156.0,Amanda Souza + Bianca Sessa | FOFOCAS DE CASAMENTO AS CEGAS  - Venus Podcast #583,2024-07-10,46523,1745,87,Live
52.0,MULHER não é TORTA de CHOCOLATE,2024-07-10,9761,938,38,Short
28.0,AQUELA MÚSICA que NÃO SAI da CABEÇA2,2024-07-09,18474,699,6,Short
7299.0,NATÁLIA ROSA E SOFIA STARLING | O CASAL MAIS AMADO DA FICÇÃO - Venus Podcast #582,2024-07-08,149129,9062,270,Live
41.0,O SUCESSO NÃO VEM DO NADA,2024-07-08,17554,1198,18,Short
50.0,AJUDAR o PRÓXIMO e PREENCHER o VAZIO,2024-07-07,9223,618,3,Short
54.0,TEM que RESPEITAR as OPNIÕES,2024-07-06,15230,1020,6,Short
4366.0,Os PIORES CRIMES da INTERNET | VENUS INVESTIGA,2024-07-05,104286,6064,199,Live
43.0,COMO é VIVER com DUAS CULTURAS,2024-07-05,520903,38196,304,Short
4968.0,"LARA | ARTE, MÚSICA E ORIGINALIDADE - Venus Podcast #581",2024-07-04,5976,337,14,Live
57.0,PRIMEIRO CONTATO com OVNI,2024-07-04,10435,392,8,Short
6502.0,ADAM MITCH | RECONHECIMENTO INTERNACIONAL - Venus Podcast #580,2024-07-03,12995,892,38,Live
41.0,A BASE do CRISTIANISMO,2024-07-03,4112,288,14,Short
50.0,TODOS do SIGNO de ÁRIES são ASSIM?,2024-07-02,21949,1297,23,Short
57.0,ELE VAI DESCOBRIR a VERDADE?,2024-07-01,14108,727,32,Short
12.0,JOÃO KLEBER me CONTRATA?,2024-06-30,13957,363,1,Short
58.0,ESTAMOS em uma SIMULAÇÃO ?,2024-06-29,1389262,127440,3136,Short
967.0,"NÃO ME ASSUMIU em 03 ANOS, mas a NOVA NAMORADA... | SAC #02",2024-06-28,50281,3305,106,Live
55.0,ELE só QUER ENCONTRAR sua MÃE,2024-06-28,16515,1177,9,Short
22.0,BASTIDORES do CQC,2024-06-27,6687,535,3,Short
6576.0,MARCELO TAS | SE MANTENDO RELEVANTE AO LONGO DO TEMPO - Venus Podcast #579,2024-06-26,30097,1953,76,Live
38.0,QUANDO o PAI é de PEIXES,2024-06-26,7119,426,8,Short
7870.0,MARA FERRAZ E ANNE LOTTERMANN | VIDA AOS 40 - Venus Podcast #578,2024-06-25,10569,678,15,Live
38.0,SER ADOTIVO não é o PROBLEMA,2024-06-25,19858,979,24,Short
40.0,FALTA QUANTO pro MUNDO ACABAR ?,2024-06-24,36262,2412,38,Short
55.0,A LENDA da LOUCA do TACO de BASEBALL,2024-06-23,1105416,68419,343,Short
43.0,EXPERIÊNCIA de GALISTEU e AYRTON SENNA no JAPÃO,2024-06-22,122676,9119,141,Short
4198.0,ELIS REGINA no PERSONALIDADES - por PEDRO MARIANO (Filho),2024-06-21,7987,717,33,Live
50.0,CRISS BUGANDO CABEÇA de um CIENTISTA,2024-06-21,14998,1174,15,Short
5260.0,ADRIANE GALISTEU | A MULHER MULTIFACETADA - Venus Podcast #577,2024-06-20,133701,8104,480,Live
28.0,O MELHOR CAFÉ do MUNDO,2024-06-20,17961,809,7,Short
107.0,CRISS PAIVA e TICO SANTTA CRUZ SURPREENDEM...,2024-06-20,6328,382,18,Live
51.0,A MENTIRA para PROTEGER existe?,2024-06-19,14516,1621,30,Short
56.0,Avise outras mulheres!,2024-06-18,23005,1576,27,Short
17.0,Entendi...,2024-06-18,11304,800,12,Short
39.0,O dia que a Criss Paiva derrubou a live do Festival João Rock pra ver @Detonautas,2024-06-18,6918,287,5,Short
57.0,VÍDEO DE UTILIDADE PÚBLICA! Defesa Pessoal com Kyra Gracie,2024-06-18,30038,1947,22,Short
37.0,"Qual é a futilidade de vocês, viajantes?",2024-06-18,6196,339,0,Short
18.0,"Se a @lauramarise falou, tá falado! ️",2024-06-18,7904,400,2,Short
39.0,DESAFIOS no RESGATE de ANIMAIS,2024-06-18,11578,686,3,Short
114.0,CLIMÃO! THIAGO VENTURA deixa CRISS PAIVA CONSTRANGIDA,2024-06-17,10016,516,22,Live
7320.0,"LARA NESTERUK | UM PAPO SOBRE RESILIÊNCIA, SUPERAÇÃO E AÇÃO - Venus Podcast #576",2024-06-17,145706,7589,263,Live
47.0,A BELEZA na IMPERFEIÇÃO,2024-06-17,6477,488,4,Short
43.0,O que SERÁ que ela ESCONDE ?,2024-06-16,9854,502,25,Short
